CONTAINER ID        NAME                CPU %               MEM USAGE / LIMIT   MEM %               NET I/O             BLOCK I/O           PIDS
7d71704d4fc3        producer3           0.01%               63.16MiB / 2GiB     3.08%               18.3MB / 9.73MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               55.08%              1.893GiB / 3GiB     63.09%              689MB / 468MB       665MB / 135MB       161
283acd69188f        kafka               1.16%               995.5MiB / 2GiB     48.61%              91.2MB / 153MB      61.6MB / 20.1MB     85
c841643e69d3        neo4j               179.77%             810.9MiB / 2GiB     39.60%              388MB / 546MB       28.8MB / 2.38GB     50
c715a2a42078        producer5           0.03%               65.48MiB / 2GiB     3.20%               19.8MB / 10.1MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.02%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.16MiB / 2GiB     3.08%               18.3MB / 9.75MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.02%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               66.82%              1.893GiB / 3GiB     63.09%              691MB / 470MB       665MB / 135MB       161
283acd69188f        kafka               1.44%               995.7MiB / 2GiB     48.62%              91.5MB / 153MB      61.6MB / 20.2MB     85
c841643e69d3        neo4j               149.74%             811MiB / 2GiB       39.60%              389MB / 547MB       28.8MB / 2.39GB     50
c715a2a42078        producer5           0.01%               65.48MiB / 2GiB     3.20%               19.9MB / 10.1MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.03%               63.16MiB / 2GiB     3.08%               18.3MB / 9.77MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.02%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               52.27%              1.893GiB / 3GiB     63.09%              692MB / 471MB       665MB / 135MB       161
283acd69188f        kafka               1.70%               996.4MiB / 2GiB     48.65%              91.7MB / 154MB      61.6MB / 20.2MB     85
c841643e69d3        neo4j               90.85%              811MiB / 2GiB       39.60%              390MB / 548MB       28.8MB / 2.39GB     51
c715a2a42078        producer5           0.01%               65.45MiB / 2GiB     3.20%               19.9MB / 10.1MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.02%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.03%               63.14MiB / 2GiB     3.08%               18.3MB / 9.79MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.02%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               53.30%              1.893GiB / 3GiB     63.09%              694MB / 472MB       665MB / 135MB       161
283acd69188f        kafka               1.17%               996.4MiB / 2GiB     48.65%              92MB / 154MB        61.6MB / 20.3MB     85
c841643e69d3        neo4j               174.47%             811.1MiB / 2GiB     39.60%              391MB / 549MB       28.8MB / 2.41GB     51
c715a2a42078        producer5           0.25%               65.51MiB / 2GiB     3.20%               19.9MB / 10.1MB     4.1kB / 15.8MB      8
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.16MiB / 2GiB     3.08%               18.3MB / 9.81MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.02%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               53.78%              1.893GiB / 3GiB     63.10%              695MB / 473MB       665MB / 136MB       161
283acd69188f        kafka               1.21%               996.4MiB / 2GiB     48.65%              92.2MB / 154MB      61.6MB / 20.3MB     85
c841643e69d3        neo4j               90.80%              811.1MiB / 2GiB     39.60%              392MB / 551MB       28.8MB / 2.41GB     52
c715a2a42078        producer5           0.03%               65.46MiB / 2GiB     3.20%               19.9MB / 10.1MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.16MiB / 2GiB     3.08%               18.3MB / 9.84MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               54.09%              1.893GiB / 3GiB     63.10%              697MB / 474MB       665MB / 136MB       161
283acd69188f        kafka               1.40%               996.4MiB / 2GiB     48.65%              92.4MB / 155MB      61.6MB / 20.4MB     85
c841643e69d3        neo4j               90.52%              811.1MiB / 2GiB     39.60%              393MB / 552MB       28.8MB / 2.42GB     50
c715a2a42078        producer5           0.01%               65.48MiB / 2GiB     3.20%               19.9MB / 10.2MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.03%               63.18MiB / 2GiB     3.08%               18.3MB / 9.86MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.02%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               51.62%              1.893GiB / 3GiB     63.10%              698MB / 475MB       665MB / 136MB       161
283acd69188f        kafka               1.65%               996.4MiB / 2GiB     48.65%              92.6MB / 155MB      61.6MB / 20.4MB     85
c841643e69d3        neo4j               91.22%              811MiB / 2GiB       39.60%              394MB / 553MB       28.8MB / 2.42GB     51
c715a2a42078        producer5           0.01%               65.46MiB / 2GiB     3.20%               19.9MB / 10.2MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.21MiB / 2GiB     3.09%               18.3MB / 9.87MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               51.89%              1.893GiB / 3GiB     63.11%              700MB / 476MB       665MB / 136MB       161
283acd69188f        kafka               1.34%               996.4MiB / 2GiB     48.65%              92.9MB / 156MB      61.6MB / 20.5MB     85
c841643e69d3        neo4j               150.16%             810.9MiB / 2GiB     39.59%              394MB / 554MB       28.8MB / 2.43GB     50
c715a2a42078        producer5           0.01%               65.45MiB / 2GiB     3.20%               19.9MB / 10.2MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.02%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.16MiB / 2GiB     3.08%               18.3MB / 9.9MB      332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               57.27%              1.893GiB / 3GiB     63.11%              701MB / 478MB       665MB / 136MB       161
283acd69188f        kafka               1.46%               996.4MiB / 2GiB     48.65%              93.1MB / 156MB      61.6MB / 20.5MB     85
c841643e69d3        neo4j               135.39%             811MiB / 2GiB       39.60%              396MB / 556MB       28.8MB / 2.44GB     50
c715a2a42078        producer5           0.27%               65.48MiB / 2GiB     3.20%               19.9MB / 10.2MB     4.1kB / 15.8MB      8
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.16MiB / 2GiB     3.08%               18.3MB / 9.92MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.02%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               53.09%              1.893GiB / 3GiB     63.11%              703MB / 479MB       665MB / 136MB       161
283acd69188f        kafka               1.43%               996.6MiB / 2GiB     48.66%              93.3MB / 156MB      61.6MB / 20.5MB     85
c841643e69d3        neo4j               153.55%             811.1MiB / 2GiB     39.61%              397MB / 558MB       28.8MB / 2.44GB     50
c715a2a42078        producer5           0.01%               65.48MiB / 2GiB     3.20%               19.9MB / 10.2MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.02%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.28%               63.18MiB / 2GiB     3.08%               18.3MB / 9.95MB     332kB / 15.8MB      8
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               50.65%              1.893GiB / 3GiB     63.11%              705MB / 480MB       665MB / 137MB       161
283acd69188f        kafka               1.27%               996.6MiB / 2GiB     48.66%              93.6MB / 157MB      61.6MB / 20.6MB     85
c841643e69d3        neo4j               177.11%             811.1MiB / 2GiB     39.60%              398MB / 559MB       28.8MB / 2.45GB     50
c715a2a42078        producer5           0.01%               65.48MiB / 2GiB     3.20%               19.9MB / 10.3MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.03%               63.16MiB / 2GiB     3.08%               18.3MB / 9.97MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.02%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               49.24%              1.893GiB / 3GiB     63.11%              707MB / 482MB       665MB / 137MB       161
283acd69188f        kafka               1.49%               996.4MiB / 2GiB     48.65%              93.8MB / 157MB      61.6MB / 20.6MB     85
c841643e69d3        neo4j               180.52%             811.3MiB / 2GiB     39.61%              400MB / 561MB       28.8MB / 2.46GB     50
c715a2a42078        producer5           0.01%               65.5MiB / 2GiB      3.20%               19.9MB / 10.3MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.02%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.19MiB / 2GiB     3.09%               18.3MB / 9.99MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               56.01%              1.893GiB / 3GiB     63.11%              709MB / 483MB       665MB / 137MB       161
283acd69188f        kafka               1.19%               996.4MiB / 2GiB     48.65%              94MB / 157MB        61.6MB / 20.7MB     85
c841643e69d3        neo4j               172.91%             811.4MiB / 2GiB     39.62%              401MB / 563MB       28.8MB / 2.47GB     50
c715a2a42078        producer5           0.30%               65.62MiB / 2GiB     3.20%               19.9MB / 10.3MB     4.1kB / 15.8MB      8
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.18MiB / 2GiB     3.08%               18.3MB / 10MB       332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               53.07%              1.893GiB / 3GiB     63.11%              711MB / 485MB       665MB / 137MB       161
283acd69188f        kafka               1.22%               996.4MiB / 2GiB     48.65%              94.3MB / 158MB      61.6MB / 20.7MB     85
c841643e69d3        neo4j               162.49%             811.4MiB / 2GiB     39.62%              402MB / 565MB       28.8MB / 2.47GB     50
c715a2a42078        producer5           0.03%               65.48MiB / 2GiB     3.20%               19.9MB / 10.3MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.18MiB / 2GiB     3.08%               18.3MB / 10MB       332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               51.50%              1.893GiB / 3GiB     63.12%              713MB / 486MB       665MB / 137MB       161
283acd69188f        kafka               1.39%               996.4MiB / 2GiB     48.65%              94.5MB / 158MB      61.6MB / 20.8MB     85
c841643e69d3        neo4j               90.06%              811.6MiB / 2GiB     39.63%              403MB / 566MB       28.8MB / 2.48GB     51
c715a2a42078        producer5           0.01%               65.5MiB / 2GiB      3.20%               19.9MB / 10.4MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.02%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.25%               63.19MiB / 2GiB     3.09%               18.3MB / 10.1MB     332kB / 15.8MB      8
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               52.31%              1.893GiB / 3GiB     63.12%              715MB / 488MB       665MB / 138MB       161
283acd69188f        kafka               2.14%               996.4MiB / 2GiB     48.65%              94.7MB / 159MB      61.6MB / 20.8MB     85
c841643e69d3        neo4j               92.61%              811.7MiB / 2GiB     39.63%              404MB / 568MB       28.8MB / 2.49GB     51
c715a2a42078        producer5           0.01%               65.46MiB / 2GiB     3.20%               19.9MB / 10.4MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.02%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.03%               63.18MiB / 2GiB     3.08%               18.4MB / 10.1MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               49.66%              1.894GiB / 3GiB     63.12%              716MB / 489MB       665MB / 138MB       161
283acd69188f        kafka               1.32%               996.6MiB / 2GiB     48.66%              94.9MB / 159MB      61.6MB / 20.9MB     85
c841643e69d3        neo4j               172.77%             811.6MiB / 2GiB     39.63%              405MB / 569MB       28.8MB / 2.49GB     51
c715a2a42078        producer5           0.01%               65.51MiB / 2GiB     3.20%               19.9MB / 10.4MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.19MiB / 2GiB     3.09%               18.4MB / 10.1MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               51.23%              1.894GiB / 3GiB     63.12%              718MB / 490MB       665MB / 138MB       161
283acd69188f        kafka               1.14%               996.4MiB / 2GiB     48.65%              95.2MB / 159MB      61.6MB / 20.9MB     85
c841643e69d3        neo4j               90.32%              811.7MiB / 2GiB     39.63%              406MB / 570MB       28.8MB / 2.5GB      51
c715a2a42078        producer5           0.01%               65.5MiB / 2GiB      3.20%               19.9MB / 10.4MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.18MiB / 2GiB     3.08%               18.4MB / 10.1MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               54.38%              1.894GiB / 3GiB     63.12%              719MB / 491MB       665MB / 138MB       161
283acd69188f        kafka               1.14%               996.4MiB / 2GiB     48.65%              95.4MB / 160MB      61.6MB / 21MB       85
c841643e69d3        neo4j               182.57%             811.9MiB / 2GiB     39.64%              407MB / 572MB       28.8MB / 2.5GB      50
c715a2a42078        producer5           0.25%               65.48MiB / 2GiB     3.20%               19.9MB / 10.4MB     4.1kB / 15.8MB      8
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.18MiB / 2GiB     3.08%               18.4MB / 10.1MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               53.38%              1.894GiB / 3GiB     63.12%              721MB / 492MB       665MB / 138MB       161
283acd69188f        kafka               1.19%               996.4MiB / 2GiB     48.65%              95.6MB / 160MB      61.6MB / 21MB       85
c841643e69d3        neo4j               162.01%             811.9MiB / 2GiB     39.64%              409MB / 573MB       28.8MB / 2.51GB     50
c715a2a42078        producer5           0.26%               65.46MiB / 2GiB     3.20%               19.9MB / 10.5MB     4.1kB / 15.8MB      8
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.21MiB / 2GiB     3.09%               18.4MB / 10.2MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.02%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               50.90%              1.894GiB / 3GiB     63.13%              723MB / 494MB       665MB / 138MB       161
283acd69188f        kafka               1.24%               996.4MiB / 2GiB     48.65%              95.9MB / 161MB      61.6MB / 21.1MB     85
c841643e69d3        neo4j               172.50%             811.9MiB / 2GiB     39.64%              410MB / 575MB       28.8MB / 2.52GB     50
c715a2a42078        producer5           0.02%               65.48MiB / 2GiB     3.20%               19.9MB / 10.5MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.18MiB / 2GiB     3.08%               18.4MB / 10.2MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               52.97%              1.894GiB / 3GiB     63.13%              725MB / 495MB       665MB / 139MB       161
283acd69188f        kafka               1.30%               996.4MiB / 2GiB     48.65%              96.1MB / 161MB      61.6MB / 21.1MB     85
c841643e69d3        neo4j               91.75%              812.1MiB / 2GiB     39.65%              411MB / 576MB       28.8MB / 2.54GB     51
c715a2a42078        producer5           0.04%               65.48MiB / 2GiB     3.20%               20MB / 10.5MB       4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.19MiB / 2GiB     3.09%               18.4MB / 10.2MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               49.99%              1.894GiB / 3GiB     63.13%              726MB / 496MB       665MB / 139MB       161
283acd69188f        kafka               1.29%               996.4MiB / 2GiB     48.65%              96.3MB / 161MB      61.6MB / 21.2MB     85
c841643e69d3        neo4j               90.56%              812.1MiB / 2GiB     39.65%              412MB / 578MB       28.8MB / 2.54GB     50
c715a2a42078        producer5           0.01%               65.5MiB / 2GiB      3.20%               20MB / 10.5MB       4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.02%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.30%               63.3MiB / 2GiB      3.09%               18.4MB / 10.2MB     332kB / 15.8MB      8
26b17bb4d32f        producer2           0.02%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               53.02%              1.894GiB / 3GiB     63.13%              728MB / 497MB       665MB / 139MB       161
283acd69188f        kafka               1.55%               996.6MiB / 2GiB     48.66%              96.5MB / 162MB      61.6MB / 21.2MB     85
c841643e69d3        neo4j               91.73%              812.1MiB / 2GiB     39.65%              413MB / 579MB       28.8MB / 2.55GB     50
c715a2a42078        producer5           0.01%               65.46MiB / 2GiB     3.20%               20MB / 10.5MB       4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.04%               63.18MiB / 2GiB     3.08%               18.4MB / 10.2MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               57.18%              1.894GiB / 3GiB     63.14%              729MB / 498MB       665MB / 139MB       161
283acd69188f        kafka               1.22%               996.5MiB / 2GiB     48.65%              96.8MB / 162MB      61.6MB / 21.3MB     85
c841643e69d3        neo4j               94.07%              812.2MiB / 2GiB     39.66%              414MB / 580MB       28.8MB / 2.55GB     50
c715a2a42078        producer5           0.01%               65.5MiB / 2GiB      3.20%               20MB / 10.6MB       4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.18MiB / 2GiB     3.08%               18.4MB / 10.3MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               64.92%              1.894GiB / 3GiB     63.14%              731MB / 499MB       665MB / 139MB       161
283acd69188f        kafka               1.24%               996.5MiB / 2GiB     48.65%              97MB / 162MB        61.6MB / 21.3MB     85
c841643e69d3        neo4j               176.80%             812.3MiB / 2GiB     39.66%              415MB / 581MB       28.8MB / 2.56GB     50
c715a2a42078        producer5           0.27%               65.51MiB / 2GiB     3.20%               20MB / 10.6MB       4.1kB / 15.8MB      8
0ac5449ff102        producer4           0.02%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.19MiB / 2GiB     3.09%               18.4MB / 10.3MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               57.07%              1.894GiB / 3GiB     63.14%              732MB / 501MB       665MB / 140MB       161
283acd69188f        kafka               1.41%               996.5MiB / 2GiB     48.65%              97.2MB / 163MB      61.6MB / 21.4MB     85
c841643e69d3        neo4j               80.19%              812.4MiB / 2GiB     39.67%              416MB / 583MB       28.8MB / 2.56GB     51
c715a2a42078        producer5           0.03%               65.5MiB / 2GiB      3.20%               20MB / 10.6MB       4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.02%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.24%               63.3MiB / 2GiB      3.09%               18.4MB / 10.3MB     332kB / 15.8MB      8
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               54.69%              1.894GiB / 3GiB     63.14%              734MB / 502MB       665MB / 140MB       161
283acd69188f        kafka               1.36%               996.5MiB / 2GiB     48.65%              97.5MB / 163MB      61.6MB / 21.4MB     85
c841643e69d3        neo4j               90.57%              812.5MiB / 2GiB     39.67%              417MB / 584MB       28.8MB / 2.57GB     50
c715a2a42078        producer5           0.33%               65.5MiB / 2GiB      3.20%               20MB / 10.6MB       4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.25%               63.21MiB / 2GiB     3.09%               18.4MB / 10.3MB     332kB / 15.8MB      8
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               50.00%              1.894GiB / 3GiB     63.15%              736MB / 503MB       665MB / 140MB       161
283acd69188f        kafka               2.02%               996.5MiB / 2GiB     48.65%              97.7MB / 164MB      61.6MB / 21.5MB     85
c841643e69d3        neo4j               183.78%             812.4MiB / 2GiB     39.67%              418MB / 586MB       28.8MB / 2.58GB     50
c715a2a42078        producer5           0.03%               65.5MiB / 2GiB      3.20%               20MB / 10.7MB       4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.27%               63.22MiB / 2GiB     3.09%               18.4MB / 10.3MB     332kB / 15.8MB      8
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               52.62%              1.894GiB / 3GiB     63.14%              737MB / 504MB       665MB / 140MB       161
283acd69188f        kafka               1.61%               996.6MiB / 2GiB     48.66%              97.9MB / 164MB      61.6MB / 21.5MB     85
c841643e69d3        neo4j               180.84%             812.6MiB / 2GiB     39.68%              418MB / 587MB       28.8MB / 2.58GB     50
c715a2a42078        producer5           0.01%               65.48MiB / 2GiB     3.20%               20MB / 10.7MB       4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.03%               63.18MiB / 2GiB     3.08%               18.4MB / 10.4MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               50.17%              1.894GiB / 3GiB     63.15%              738MB / 505MB       665MB / 140MB       161
283acd69188f        kafka               1.23%               996.5MiB / 2GiB     48.65%              98.1MB / 164MB      61.6MB / 21.6MB     85
c841643e69d3        neo4j               91.46%              812.5MiB / 2GiB     39.67%              419MB / 588MB       28.8MB / 2.59GB     50
c715a2a42078        producer5           0.01%               65.48MiB / 2GiB     3.20%               20MB / 10.7MB       4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.21MiB / 2GiB     3.09%               18.4MB / 10.4MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.02%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               50.47%              1.895GiB / 3GiB     63.15%              740MB / 507MB       665MB / 140MB       161
283acd69188f        kafka               1.31%               996.5MiB / 2GiB     48.66%              98.4MB / 165MB      61.6MB / 21.6MB     85
c841643e69d3        neo4j               159.98%             812.5MiB / 2GiB     39.67%              421MB / 590MB       28.8MB / 2.59GB     50
c715a2a42078        producer5           0.27%               65.61MiB / 2GiB     3.20%               20MB / 10.7MB       4.1kB / 15.8MB      8
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.19MiB / 2GiB     3.09%               18.4MB / 10.4MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               51.92%              1.895GiB / 3GiB     63.15%              742MB / 508MB       665MB / 141MB       161
283acd69188f        kafka               1.35%               996.5MiB / 2GiB     48.66%              98.6MB / 165MB      61.6MB / 21.7MB     85
c841643e69d3        neo4j               176.85%             812.6MiB / 2GiB     39.68%              422MB / 591MB       28.8MB / 2.6GB      50
c715a2a42078        producer5           0.25%               65.48MiB / 2GiB     3.20%               20MB / 10.7MB       4.1kB / 15.8MB      8
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.17MiB / 2GiB     3.08%               18.4MB / 10.4MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               50.68%              1.895GiB / 3GiB     63.15%              744MB / 510MB       665MB / 141MB       161
